"function_name","data_range","start_time","end_time","time_lapse","iteration"
"consensus","chr3R-160335","2022-09-11 12:42:11.343094","2022-09-11 12:44:01.650137","00:01:50.307043",10
"consensus","chr3R-160335","2022-09-11 12:44:01.650137","2022-09-11 12:45:47.875043","00:01:46.224906",11
"consensus","chr3R-160335","2022-09-11 12:45:47.875043","2022-09-11 12:47:35.526977","00:01:47.651934",12
"consensus","chr3R-160335","2022-09-11 12:47:35.526977","2022-09-11 12:49:29.468361","00:01:53.941384",13
"consensus","chr3R-160335","2022-09-11 12:49:29.468361","2022-09-11 12:51:21.758723","00:01:52.290362",14
"consensus","chr3R-160335","2022-09-11 12:51:21.758723","2022-09-11 12:53:13.596249","00:01:51.837526",15
"consensus","chr3R-160335","2022-09-11 12:53:13.596249","2022-09-11 12:55:02.586624","00:01:48.990375",16
"consensus","chr3R-160335","2022-09-11 12:55:02.586624","2022-09-11 12:56:58.91547","00:01:56.328846",17
"consensus","chr3R-160335","2022-09-11 12:56:58.91547","2022-09-11 12:58:48.75743","00:01:49.84196",18
"consensus","chr3R-160335","2022-09-11 12:58:48.75743","2022-09-11 13:00:43.366237","00:01:54.608807",19
"consensus","chr3R-160335","2022-09-11 13:00:43.366237","2022-09-11 13:02:36.36402","00:01:52.997783",20
"consensus","chr3R-160335","2022-09-11 13:02:36.36402","2022-09-11 13:04:30.008097","00:01:53.644077",21
"consensus","chr3R-160335","2022-09-11 13:04:30.008097","2022-09-11 13:06:34.217346","00:02:04.209249",22
"consensus","chr3R-160335","2022-09-11 13:06:34.217346","2022-09-11 13:08:30.258593","00:01:56.041247",23
"consensus","chr3R-160335","2022-09-11 13:08:30.258593","2022-09-11 13:10:18.727297","00:01:48.468704",24
"consensus","chr3R-160335","2022-09-11 13:10:18.727297","2022-09-11 13:12:21.691516","00:02:02.964219",25
"consensus","chr3R-160335","2022-09-11 13:12:21.691516","2022-09-11 13:14:26.553399","00:02:04.861883",26
"consensus","chr3R-160335","2022-09-11 13:14:26.553399","2022-09-11 13:16:24.477155","00:01:57.923756",27
"consensus","chr3R-160335","2022-09-11 13:16:24.477155","2022-09-11 13:18:19.184185","00:01:54.70703",28
"consensus","chr3R-160335","2022-09-11 13:18:19.184185","2022-09-11 13:20:07.008094","00:01:47.823909",29
"consensus","chr3R-160335","2022-09-11 13:20:07.008094","2022-09-11 13:22:03.547319","00:01:56.539225",30
"consensus","chr3R-178150","2022-09-11 13:22:03.547319","2022-09-11 13:24:06.727583","00:02:03.180264",1
"consensus","chr3R-178150","2022-09-11 13:24:06.727583","2022-09-11 13:26:35.102447","00:02:28.374864",2
"consensus","chr3R-178150","2022-09-11 13:26:35.102447","2022-09-11 13:28:52.4715","00:02:17.369053",3
"consensus","chr3R-178150","2022-09-11 13:28:52.4715","2022-09-11 13:31:07.991828","00:02:15.520328",4
"consensus","chr3R-178150","2022-09-11 13:31:07.991828","2022-09-11 13:33:22.20714","00:02:14.215312",5
"consensus","chr3R-178150","2022-09-11 13:33:22.20714","2022-09-11 13:35:35.594537","00:02:13.387397",6
"consensus","chr3R-178150","2022-09-11 13:35:35.594537","2022-09-11 13:37:47.27234","00:02:11.677803",7
"consensus","chr3R-178150","2022-09-11 13:37:47.27234","2022-09-11 13:39:59.708308","00:02:12.435968",8
"consensus","chr3R-178150","2022-09-11 13:39:59.708308","2022-09-11 13:42:05.843468","00:02:06.13516",9
"consensus","chr3R-178150","2022-09-11 13:42:05.843468","2022-09-11 13:44:09.820451","00:02:03.976983",10
"consensus","chr3R-178150","2022-09-11 13:44:09.820451","2022-09-11 13:46:13.526282","00:02:03.705831",11
"consensus","chr3R-178150","2022-09-11 13:46:13.526282","2022-09-11 13:48:15.747267","00:02:02.220985",12
"consensus","chr3R-178150","2022-09-11 13:48:15.747267","2022-09-11 13:50:20.093702","00:02:04.346435",13
"consensus","chr3R-178150","2022-09-11 13:50:20.093702","2022-09-11 13:52:22.611755","00:02:02.518053",14
"consensus","chr3R-178150","2022-09-11 13:52:22.611755","2022-09-11 13:54:26.039675","00:02:03.42792",15
"consensus","chr3R-178150","2022-09-11 13:54:26.039675","2022-09-11 13:56:29.211137","00:02:03.171462",16
"consensus","chr3R-178150","2022-09-11 13:56:29.211137","2022-09-11 13:58:32.484507","00:02:03.27337",17
"consensus","chr3R-178150","2022-09-11 13:58:32.484507","2022-09-11 14:00:35.739143","00:02:03.254636",18
"consensus","chr3R-178150","2022-09-11 14:00:35.739143","2022-09-11 14:02:39.725792","00:02:03.986649",19
"consensus","chr3R-178150","2022-09-11 14:02:39.725792","2022-09-11 14:04:42.863626","00:02:03.137834",20
"consensus","chr3R-178150","2022-09-11 14:04:42.863626","2022-09-11 14:06:46.945309","00:02:04.081683",21
"consensus","chr3R-178150","2022-09-11 14:06:46.945309","2022-09-11 14:08:53.758071","00:02:06.812762",22
"consensus","chr3R-178150","2022-09-11 14:08:53.758071","2022-09-11 14:11:03.497272","00:02:09.739201",23
"consensus","chr3R-178150","2022-09-11 14:11:03.497272","2022-09-11 14:13:08.622977","00:02:05.125705",24
"consensus","chr3R-178150","2022-09-11 14:13:08.622977","2022-09-11 14:15:12.738124","00:02:04.115147",25
"consensus","chr3R-178150","2022-09-11 14:15:12.738124","2022-09-11 14:17:18.202422","00:02:05.464298",26
"consensus","chr3R-178150","2022-09-11 14:17:18.202422","2022-09-11 14:19:23.711252","00:02:05.50883",27
"consensus","chr3R-178150","2022-09-11 14:19:23.711252","2022-09-11 14:21:27.86171","00:02:04.150458",28
"consensus","chr3R-178150","2022-09-11 14:21:27.86171","2022-09-11 14:23:32.798301","00:02:04.936591",29
"consensus","chr3R-178150","2022-09-11 14:23:32.798301","2022-09-11 14:25:37.718588","00:02:04.920287",30
"consensus","chr3R-195965","2022-09-11 14:25:37.718588","2022-09-11 14:27:42.514118","00:02:04.79553",1
"consensus","chr3R-195965","2022-09-11 14:27:42.514118","2022-09-11 14:30:47.207693","00:03:04.693575",2
"consensus","chr3R-195965","2022-09-11 14:30:47.207693","2022-09-11 14:33:37.707815","00:02:50.500122",3
"consensus","chr3R-195965","2022-09-11 14:33:37.707815","2022-09-11 14:36:30.8508","00:02:53.142985",4
"consensus","chr3R-195965","2022-09-11 14:36:30.8508","2022-09-11 14:39:44.590756","00:03:13.739956",5
"consensus","chr3R-195965","2022-09-11 14:39:44.590756","2022-09-11 14:42:34.807083","00:02:50.216327",6
"consensus","chr3R-195965","2022-09-11 14:42:34.807083","2022-09-11 14:45:28.110546","00:02:53.303463",7
"consensus","chr3R-195965","2022-09-11 14:45:28.110546","2022-09-11 14:48:23.234194","00:02:55.123648",8
"consensus","chr3R-195965","2022-09-11 14:48:23.234194","2022-09-11 14:51:50.844931","00:03:27.610737",9
"consensus","chr3R-195965","2022-09-11 14:51:50.844931","2022-09-11 14:55:46.474046","00:03:55.629115",10
"consensus","chr3R-195965","2022-09-11 14:55:46.474046","2022-09-11 14:59:18.038895","00:03:31.564849",11
"consensus","chr3R-195965","2022-09-11 14:59:18.038895","2022-09-11 15:02:47.953788","00:03:29.914893",12
"consensus","chr3R-195965","2022-09-11 15:02:47.953788","2022-09-11 15:05:50.904772","00:03:02.950984",13
"consensus","chr3R-195965","2022-09-11 15:05:50.904772","2022-09-11 15:08:52.738116","00:03:01.833344",14
"consensus","chr3R-195965","2022-09-11 15:08:52.738116","2022-09-11 15:11:42.393953","00:02:49.655837",15
"consensus","chr3R-195965","2022-09-11 15:11:42.393953","2022-09-11 15:14:39.429479","00:02:57.035526",16
"consensus","chr3R-195965","2022-09-11 15:14:39.429479","2022-09-11 15:17:48.496831","00:03:09.067352",17
"consensus","chr3R-195965","2022-09-11 15:17:48.496831","2022-09-11 15:20:49.931506","00:03:01.434675",18
"consensus","chr3R-195965","2022-09-11 15:20:49.931506","2022-09-11 15:23:39.247225","00:02:49.315719",19
"consensus","chr3R-195965","2022-09-11 15:23:39.247225","2022-09-11 15:26:32.487047","00:02:53.239822",20
"consensus","chr3R-195965","2022-09-11 15:26:32.487047","2022-09-11 15:29:28.470312","00:02:55.983265",21
"consensus","chr3R-195965","2022-09-11 15:29:28.470312","2022-09-11 15:32:22.43968","00:02:53.969368",22
"consensus","chr3R-195965","2022-09-11 15:32:22.43968","2022-09-11 15:35:12.281359","00:02:49.841679",23
"consensus","chr3R-195965","2022-09-11 15:35:12.281359","2022-09-11 15:38:06.531946","00:02:54.250587",24
"consensus","chr3R-195965","2022-09-11 15:38:06.531946","2022-09-11 15:40:58.883032","00:02:52.351086",25
"consensus","chr3R-195965","2022-09-11 15:40:58.883032","2022-09-11 15:43:54.228528","00:02:55.345496",26
"consensus","chr3R-195965","2022-09-11 15:43:54.228528","2022-09-11 15:46:42.546995","00:02:48.318467",27
"consensus","chr3R-195965","2022-09-11 15:46:42.546995","2022-09-11 15:49:33.126078","00:02:50.579083",28
"consensus","chr3R-195965","2022-09-11 15:49:33.126078","2022-09-11 15:52:26.327755","00:02:53.201677",29
"consensus","chr3R-195965","2022-09-11 15:52:26.327755","2022-09-11 15:55:18.088597","00:02:51.760842",30
"consensus","chr3R-213780","2022-09-11 15:55:18.088597","2022-09-11 15:58:21.757872","00:03:03.669275",1
"consensus","chr3R-213780","2022-09-11 15:58:21.757872","2022-09-11 16:02:08.230253","00:03:46.472381",2
"consensus","chr3R-213780","2022-09-11 16:02:08.230253","2022-09-11 16:06:02.469912","00:03:54.239659",3
"consensus","chr3R-213780","2022-09-11 16:06:02.469912","2022-09-11 16:09:44.773705","00:03:42.303793",4
"consensus","chr3R-213780","2022-09-11 16:09:44.773705","2022-09-11 16:13:28.213334","00:03:43.439629",5
"consensus","chr3R-213780","2022-09-11 16:13:28.213334","2022-09-11 16:17:09.988589","00:03:41.775255",6
"consensus","chr3R-213780","2022-09-11 16:17:09.988589","2022-09-11 16:21:03.328335","00:03:53.339746",7
"consensus","chr3R-213780","2022-09-11 16:21:03.328335","2022-09-11 16:24:45.229058","00:03:41.900723",8
"consensus","chr3R-213780","2022-09-11 16:24:45.229058","2022-09-11 16:28:53.200094","00:04:07.971036",9
"consensus","chr3R-213780","2022-09-11 16:28:53.200094","2022-09-11 16:32:36.021828","00:03:42.821734",10
"consensus","chr3R-213780","2022-09-11 16:32:36.021828","2022-09-11 16:36:20.317197","00:03:44.295369",11
"consensus","chr3R-213780","2022-09-11 16:36:20.317197","2022-09-11 16:40:04.122979","00:03:43.805782",12
"consensus","chr3R-213780","2022-09-11 16:40:04.122979","2022-09-11 16:43:47.216966","00:03:43.093987",13
"consensus","chr3R-213780","2022-09-11 16:43:47.216966","2022-09-11 16:47:36.255802","00:03:49.038836",14
"consensus","chr3R-213780","2022-09-11 16:47:36.255802","2022-09-11 16:51:18.461162","00:03:42.20536",15
"consensus","chr3R-213780","2022-09-11 16:51:18.461162","2022-09-11 16:55:03.081264","00:03:44.620102",16
"consensus","chr3R-213780","2022-09-11 16:55:03.081264","2022-09-11 16:58:59.063473","00:03:55.982209",17
"consensus","chr3R-213780","2022-09-11 16:58:59.063473","2022-09-11 17:02:41.575641","00:03:42.512168",18
"consensus","chr3R-213780","2022-09-11 17:02:41.575641","2022-09-11 17:06:35.873476","00:03:54.297835",19
"consensus","chr3R-213780","2022-09-11 17:06:35.873476","2022-09-11 17:10:19.295334","00:03:43.421858",20
"consensus","chr3R-213780","2022-09-11 17:10:19.295334","2022-09-11 17:14:03.059402","00:03:43.764068",21
"consensus","chr3R-213780","2022-09-11 17:14:03.059402","2022-09-11 17:18:11.446825","00:04:08.387423",22
"consensus","chr3R-213780","2022-09-11 17:18:11.446825","2022-09-11 17:21:54.812745","00:03:43.36592",23
"consensus","chr3R-213780","2022-09-11 17:21:54.812745","2022-09-11 17:25:50.686897","00:03:55.874152",24
"consensus","chr3R-213780","2022-09-11 17:25:50.686897","2022-09-11 17:29:39.542853","00:03:48.855956",25
"consensus","chr3R-213780","2022-09-11 17:29:39.542853","2022-09-11 17:33:19.172176","00:03:39.629323",26
"consensus","chr3R-213780","2022-09-11 17:33:19.172176","2022-09-11 17:37:02.452385","00:03:43.280209",27
"consensus","chr3R-213780","2022-09-11 17:37:02.452385","2022-09-11 17:40:46.9936","00:03:44.541215",28
"consensus","chr3R-213780","2022-09-11 17:40:46.9936","2022-09-11 17:44:57.885001","00:04:10.891401",29
"consensus","chr3R-213780","2022-09-11 17:44:57.885001","2022-09-11 17:49:03.494631","00:04:05.60963",30
"consensus","chr3R-231595","2022-09-11 17:49:03.494631","2022-09-11 17:53:23.39684","00:04:19.902209",1
"consensus","chr3R-231595","2022-09-11 17:53:23.39684",NULL,NULL,2
"consensus","chr3R-231595","2022-09-11 17:59:47.635767","2022-09-11 17:59:47.637581","00:00:00.001814",0
"consensus","chr3R-249410","2022-09-11 17:59:47.637581","2022-09-11 18:05:08.968691","00:05:21.33111",0
"consensus","chr3R-267225","2022-09-11 18:05:08.968691","2022-09-11 18:11:23.684611","00:06:14.71592",0
"consensus","chr3R-285040","2022-09-11 18:11:23.684611","2022-09-11 18:18:12.488132","00:06:48.803521",0
"consensus","chr3R-302855","2022-09-11 18:18:12.488132","2022-09-11 18:25:43.641449","00:07:31.153317",0
"consensus","chr3R-320670","2022-09-11 18:25:43.641449","2022-09-11 18:34:01.226527","00:08:17.585078",0
"consensus","chr3R-338485","2022-09-11 18:34:01.226527","2022-09-11 18:43:40.382573","00:09:39.156046",0
"consensus","chr3R-356300","2022-09-11 18:43:40.382573","2022-09-11 18:54:34.281316","00:10:53.898743",0
"consensus","chr3R-374115","2022-09-11 18:54:34.281316","2022-09-11 19:07:42.916107","00:13:08.634791",0
"consensus","chr3R-391930","2022-09-11 19:07:42.916107","2022-09-11 19:23:14.412428","00:15:31.496321",0
"consensus","chr3R-409745","2022-09-11 19:23:14.412428","2022-09-11 19:40:14.378094","00:16:59.965666",0
"consensus","chr3R-427560","2022-09-11 19:40:14.378094","2022-09-11 19:59:33.730663","00:19:19.352569",0
"consensus","chr3R-445375","2022-09-11 19:59:33.730663","2022-09-11 20:21:23.171265","00:21:49.440602",0
"consensus","chr3R-463190","2022-09-11 20:21:23.171265","2022-09-11 20:47:30.127282","00:26:06.956017",0
"consensus","chr3R-481005","2022-09-11 20:47:30.127282","2022-09-11 21:15:02.109806","00:27:31.982524",0
"consensus","chr3R-498820","2022-09-11 21:15:02.109806","2022-09-11 21:43:13.052483","00:28:10.942677",0
"coverage","chr3R-35630","2022-09-13 09:29:26.783813","2022-09-13 09:29:28.920994","00:00:02.137181",1
"coverage","chr3R-35630","2022-09-13 09:29:28.920994","2022-09-13 09:29:39.250205","00:00:10.329211",2
"coverage","chr3R-35630","2022-09-13 09:29:39.250205","2022-09-13 09:29:49.604158","00:00:10.353953",3
"consensus","chr3R-516635","2022-09-12 15:08:42.196501","2022-09-12 15:08:42.200672","00:00:00.004171",0
"consensus","chr3R-534450","2022-09-12 15:08:42.200672","2022-09-12 15:41:13.923248","00:32:31.722576",0
"consensus","chr3R-534450","2022-09-12 16:44:37.851613","2022-09-12 16:44:37.857449","00:00:00.005836",1
"consensus","chr3R-552265","2022-09-12 16:44:37.857449","2022-09-12 17:20:12.093505","00:35:34.236056",1
"coverage","chr3R-17815","2022-09-13 09:28:15.814936","2022-09-13 09:28:15.821194","00:00:00.006258",1
"coverage","chr3R-17815","2022-09-13 09:28:15.821194","2022-09-13 09:28:22.726714","00:00:06.90552",2
"coverage","chr3R-17815","2022-09-13 09:28:22.726714","2022-09-13 09:28:25.968289","00:00:03.241575",3
"coverage","chr3R-17815","2022-09-13 09:28:25.968289","2022-09-13 09:28:29.110826","00:00:03.142537",4
"coverage","chr3R-17815","2022-09-13 09:28:29.110826","2022-09-13 09:28:32.272099","00:00:03.161273",5
"coverage","chr3R-17815","2022-09-13 09:28:32.272099","2022-09-13 09:28:35.422014","00:00:03.149915",6
"coverage","chr3R-17815","2022-09-13 09:28:35.422014","2022-09-13 09:28:37.530607","00:00:02.108593",7
"coverage","chr3R-17815","2022-09-13 09:28:37.530607","2022-09-13 09:28:39.66406","00:00:02.133453",8
"coverage","chr3R-17815","2022-09-13 09:28:39.66406","2022-09-13 09:28:41.838178","00:00:02.174118",9
"coverage","chr3R-17815","2022-09-13 09:28:41.838178","2022-09-13 09:28:43.940959","00:00:02.102781",10
"coverage","chr3R-17815","2022-09-13 09:28:43.940959","2022-09-13 09:28:46.086557","00:00:02.145598",11
"coverage","chr3R-17815","2022-09-13 09:28:46.086557","2022-09-13 09:28:48.207601","00:00:02.121044",12
"coverage","chr3R-17815","2022-09-13 09:28:48.207601","2022-09-13 09:28:50.35845","00:00:02.150849",13
"coverage","chr3R-17815","2022-09-13 09:28:50.35845","2022-09-13 09:28:52.519038","00:00:02.160588",14
"coverage","chr3R-17815","2022-09-13 09:28:52.519038","2022-09-13 09:28:54.63858","00:00:02.119542",15
"coverage","chr3R-17815","2022-09-13 09:28:54.63858","2022-09-13 09:28:56.802248","00:00:02.163668",16
"coverage","chr3R-17815","2022-09-13 09:28:56.802248","2022-09-13 09:28:58.919074","00:00:02.116826",17
"coverage","chr3R-17815","2022-09-13 09:28:58.919074","2022-09-13 09:29:01.050488","00:00:02.131414",18
"coverage","chr3R-17815","2022-09-13 09:29:01.050488","2022-09-13 09:29:03.196624","00:00:02.146136",19
"coverage","chr3R-17815","2022-09-13 09:29:03.196624","2022-09-13 09:29:05.354467","00:00:02.157843",20
"coverage","chr3R-17815","2022-09-13 09:29:05.354467","2022-09-13 09:29:07.494075","00:00:02.139608",21
"coverage","chr3R-17815","2022-09-13 09:29:07.494075","2022-09-13 09:29:09.626087","00:00:02.132012",22
"coverage","chr3R-17815","2022-09-13 09:29:09.626087","2022-09-13 09:29:11.742093","00:00:02.116006",23
"coverage","chr3R-17815","2022-09-13 09:29:11.742093","2022-09-13 09:29:13.895823","00:00:02.15373",24
"coverage","chr3R-17815","2022-09-13 09:29:13.895823","2022-09-13 09:29:16.042391","00:00:02.146568",25
"coverage","chr3R-17815","2022-09-13 09:29:16.042391","2022-09-13 09:29:18.189388","00:00:02.146997",26
"coverage","chr3R-17815","2022-09-13 09:29:18.189388","2022-09-13 09:29:20.341634","00:00:02.152246",27
"coverage","chr3R-17815","2022-09-13 09:29:20.341634","2022-09-13 09:29:22.469227","00:00:02.127593",28
"coverage","chr3R-17815","2022-09-13 09:29:22.469227","2022-09-13 09:29:24.60808","00:00:02.138853",29
"coverage","chr3R-17815","2022-09-13 09:29:24.60808","2022-09-13 09:29:26.783813","00:00:02.175733",30
"coverage","chr3R-35630","2022-09-13 09:29:49.604158","2022-09-13 09:29:59.944336","00:00:10.340178",4
"coverage","chr3R-35630","2022-09-13 09:29:59.944336","2022-09-13 09:30:10.226241","00:00:10.281905",5
"coverage","chr3R-35630","2022-09-13 09:30:10.226241","2022-09-13 09:30:20.573274","00:00:10.347033",6
"coverage","chr3R-35630","2022-09-13 09:30:20.573274","2022-09-13 09:30:30.909171","00:00:10.335897",7
"coverage","chr3R-35630","2022-09-13 09:30:30.909171","2022-09-13 09:30:41.423625","00:00:10.514454",8
"coverage","chr3R-35630","2022-09-13 09:30:41.423625","2022-09-13 09:30:51.750056","00:00:10.326431",9
"coverage","chr3R-35630","2022-09-13 09:30:51.750056","2022-09-13 09:31:02.133302","00:00:10.383246",10
"coverage","chr3R-35630","2022-09-13 09:31:02.133302","2022-09-13 09:31:12.500495","00:00:10.367193",11
"coverage","chr3R-35630","2022-09-13 09:31:12.500495","2022-09-13 09:31:22.860536","00:00:10.360041",12
"coverage","chr3R-35630","2022-09-13 09:31:22.860536","2022-09-13 09:31:33.203251","00:00:10.342715",13
"coverage","chr3R-35630","2022-09-13 09:31:33.203251","2022-09-13 09:31:43.579682","00:00:10.376431",14
"coverage","chr3R-35630","2022-09-13 09:31:43.579682","2022-09-13 09:31:53.950702","00:00:10.37102",15
"coverage","chr3R-35630","2022-09-13 09:31:53.950702","2022-09-13 09:32:04.271078","00:00:10.320376",16
"coverage","chr3R-35630","2022-09-13 09:32:04.271078","2022-09-13 09:32:14.576358","00:00:10.30528",17
"coverage","chr3R-35630","2022-09-13 09:32:14.576358","2022-09-13 09:32:24.905812","00:00:10.329454",18
"coverage","chr3R-35630","2022-09-13 09:32:24.905812","2022-09-13 09:32:35.261549","00:00:10.355737",19
"coverage","chr3R-35630","2022-09-13 09:32:35.261549","2022-09-13 09:32:45.581512","00:00:10.319963",20
"coverage","chr3R-35630","2022-09-13 09:32:45.581512","2022-09-13 09:32:55.864843","00:00:10.283331",21
"coverage","chr3R-35630","2022-09-13 09:32:55.864843","2022-09-13 09:33:06.049567","00:00:10.184724",22
"coverage","chr3R-35630","2022-09-13 09:33:06.049567","2022-09-13 09:33:16.324179","00:00:10.274612",23
"coverage","chr3R-35630","2022-09-13 09:33:16.324179","2022-09-13 09:33:26.540973","00:00:10.216794",24
"coverage","chr3R-35630","2022-09-13 09:33:26.540973","2022-09-13 09:33:36.827684","00:00:10.286711",25
"coverage","chr3R-35630","2022-09-13 09:33:36.827684","2022-09-13 09:33:47.007045","00:00:10.179361",26
"coverage","chr3R-35630","2022-09-13 09:33:47.007045","2022-09-13 09:33:57.273478","00:00:10.266433",27
"coverage","chr3R-35630","2022-09-13 09:33:57.273478","2022-09-13 09:34:07.510772","00:00:10.237294",28
"coverage","chr3R-35630","2022-09-13 09:34:07.510772","2022-09-13 09:34:17.779608","00:00:10.268836",29
"coverage","chr3R-35630","2022-09-13 09:34:17.779608","2022-09-13 09:34:27.95381","00:00:10.174202",30
"coverage","chr3R-53445","2022-09-13 09:34:27.95381","2022-09-13 09:34:38.195762","00:00:10.241952",1
"coverage","chr3R-53445","2022-09-13 09:34:38.195762","2022-09-13 09:34:57.891558","00:00:19.695796",2
"coverage","chr3R-53445","2022-09-13 09:34:57.891558","2022-09-13 09:35:17.661423","00:00:19.769865",3
"coverage","chr3R-53445","2022-09-13 09:35:17.661423","2022-09-13 09:35:37.613293","00:00:19.95187",4
"coverage","chr3R-53445","2022-09-13 09:35:37.613293","2022-09-13 09:35:59.16974","00:00:21.556447",5
"coverage","chr3R-53445","2022-09-13 09:35:59.16974","2022-09-13 09:36:19.267522","00:00:20.097782",6
"coverage","chr3R-53445","2022-09-13 09:36:19.267522","2022-09-13 09:36:39.296149","00:00:20.028627",7
"coverage","chr3R-53445","2022-09-13 09:36:39.296149","2022-09-13 09:36:59.167961","00:00:19.871812",8
"coverage","chr3R-53445","2022-09-13 09:36:59.167961","2022-09-13 09:37:19.072689","00:00:19.904728",9
"coverage","chr3R-53445","2022-09-13 09:37:19.072689","2022-09-13 09:37:38.949354","00:00:19.876665",10
"coverage","chr3R-53445","2022-09-13 09:37:38.949354","2022-09-13 09:37:59.058439","00:00:20.109085",11
"coverage","chr3R-53445","2022-09-13 09:37:59.058439","2022-09-13 09:38:18.926116","00:00:19.867677",12
"coverage","chr3R-53445","2022-09-13 09:38:18.926116","2022-09-13 09:38:38.939456","00:00:20.01334",13
"coverage","chr3R-53445","2022-09-13 09:38:38.939456","2022-09-13 09:38:58.825465","00:00:19.886009",14
"coverage","chr3R-53445","2022-09-13 09:38:58.825465","2022-09-13 09:39:18.664643","00:00:19.839178",15
"coverage","chr3R-53445","2022-09-13 09:39:18.664643","2022-09-13 09:39:38.558981","00:00:19.894338",16
"coverage","chr3R-53445","2022-09-13 09:39:38.558981","2022-09-13 09:39:58.485425","00:00:19.926444",17
"coverage","chr3R-53445","2022-09-13 09:39:58.485425","2022-09-13 09:40:18.316925","00:00:19.8315",18
"coverage","chr3R-53445","2022-09-13 09:40:18.316925","2022-09-13 09:40:38.189682","00:00:19.872757",19
"coverage","chr3R-53445","2022-09-13 09:40:38.189682","2022-09-13 09:40:58.132659","00:00:19.942977",20
"coverage","chr3R-53445","2022-09-13 09:40:58.132659","2022-09-13 09:41:18.172002","00:00:20.039343",21
"coverage","chr3R-53445","2022-09-13 09:41:18.172002","2022-09-13 09:41:38.637326","00:00:20.465324",22
"coverage","chr3R-53445","2022-09-13 09:41:38.637326","2022-09-13 09:41:58.331981","00:00:19.694655",23
"coverage","chr3R-53445","2022-09-13 09:41:58.331981","2022-09-13 09:42:20.203085","00:00:21.871104",24
"coverage","chr3R-53445","2022-09-13 09:42:20.203085","2022-09-13 09:42:39.407774","00:00:19.204689",25
"coverage","chr3R-53445","2022-09-13 09:42:39.407774","2022-09-13 09:42:58.482369","00:00:19.074595",26
"coverage","chr3R-53445","2022-09-13 09:42:58.482369","2022-09-13 09:43:17.751046","00:00:19.268677",27
"coverage","chr3R-53445","2022-09-13 09:43:17.751046","2022-09-13 09:43:36.87139","00:00:19.120344",28
"coverage","chr3R-53445","2022-09-13 09:43:36.87139","2022-09-13 09:43:56.09871","00:00:19.22732",29
"coverage","chr3R-53445","2022-09-13 09:43:56.09871","2022-09-13 09:44:15.39586","00:00:19.29715",30
"coverage","chr3R-71260","2022-09-13 09:44:15.39586","2022-09-13 09:44:34.683064","00:00:19.287204",1
"coverage","chr3R-71260","2022-09-13 09:44:34.683064","2022-09-13 09:45:07.51187","00:00:32.828806",2
"coverage","chr3R-71260","2022-09-13 09:45:07.51187","2022-09-13 09:45:40.453525","00:00:32.941655",3
"coverage","chr3R-71260","2022-09-13 09:45:40.453525","2022-09-13 09:46:13.376329","00:00:32.922804",4
"coverage","chr3R-71260","2022-09-13 09:46:13.376329","2022-09-13 09:46:46.640596","00:00:33.264267",5
"coverage","chr3R-71260","2022-09-13 09:46:46.640596","2022-09-13 09:47:19.497566","00:00:32.85697",6
"coverage","chr3R-71260","2022-09-13 09:47:19.497566","2022-09-13 09:47:52.157283","00:00:32.659717",7
"coverage","chr3R-71260","2022-09-13 09:47:52.157283","2022-09-13 09:48:24.919939","00:00:32.762656",8
"coverage","chr3R-71260","2022-09-13 09:48:24.919939","2022-09-13 09:48:57.745159","00:00:32.82522",9
"coverage","chr3R-71260","2022-09-13 09:48:57.745159","2022-09-13 09:49:31.055904","00:00:33.310745",10
"coverage","chr3R-71260","2022-09-13 09:49:31.055904","2022-09-13 09:50:04.992997","00:00:33.937093",11
"coverage","chr3R-71260","2022-09-13 09:50:04.992997","2022-09-13 09:50:40.794265","00:00:35.801268",12
"coverage","chr3R-71260","2022-09-13 09:50:40.794265","2022-09-13 09:51:15.87829","00:00:35.084025",13
"coverage","chr3R-71260","2022-09-13 09:51:15.87829","2022-09-13 09:51:49.295641","00:00:33.417351",14
"coverage","chr3R-71260","2022-09-13 09:51:49.295641","2022-09-13 09:52:22.731385","00:00:33.435744",15
"coverage","chr3R-71260","2022-09-13 09:52:22.731385","2022-09-13 09:52:56.058698","00:00:33.327313",16
"coverage","chr3R-71260","2022-09-13 09:52:56.058698","2022-09-13 09:53:29.415209","00:00:33.356511",17
"coverage","chr3R-71260","2022-09-13 09:53:29.415209","2022-09-13 09:54:02.975772","00:00:33.560563",18
"coverage","chr3R-71260","2022-09-13 09:54:02.975772","2022-09-13 09:54:36.376615","00:00:33.400843",19
"coverage","chr3R-71260","2022-09-13 09:54:36.376615","2022-09-13 09:55:09.747624","00:00:33.371009",20
"coverage","chr3R-71260","2022-09-13 09:55:09.747624","2022-09-13 09:55:43.504432","00:00:33.756808",21
"coverage","chr3R-71260","2022-09-13 09:55:43.504432","2022-09-13 09:56:17.176371","00:00:33.671939",22
"coverage","chr3R-71260","2022-09-13 09:56:17.176371","2022-09-13 09:56:52.314198","00:00:35.137827",23
"coverage","chr3R-71260","2022-09-13 09:56:52.314198","2022-09-13 09:57:25.670868","00:00:33.35667",24
"coverage","chr3R-71260","2022-09-13 09:57:25.670868","2022-09-13 09:57:59.329024","00:00:33.658156",25
"coverage","chr3R-71260","2022-09-13 09:57:59.329024","2022-09-13 09:58:32.654234","00:00:33.32521",26
